sentence,words
"—Las estalagmitas tienen una eme —dijo Hagrid—. Y no me hagas preguntas ahora, creo que voy a marearme.",eme
Pasaron por un tocón con musgo. Harry podía oír el agua que corría: debía de haber un arroyo cerca. Todavía había manchas de sangre de unicornio en el serpenteante sendero.,tocón
"—Oh, lo encontramos hace siglos —dijo Ron con aire grandilocuente—. Y también sabemos lo que custodia el perro, es la Piedra Fi...",grandilocuente
"Hermione y Neville también sufrían. No pasaban tantos malos ratos como Harry porque no eran tan conocidos, pero nadie les hablaba. Hermione había dejado de llamar la atención en clase, y se quedaba con la cabeza baja, trabajando en silencio.",sufrían
—Y chicas —añadió la cazadora Angelina Johnson.,Angelina
"Harry aplaudió con fuerza, junto con los demás, mientras que Ron se desplomaba en la silla más próxima.",desplomaba
Los ruidos eran suficientes para despertar a todo el castillo.,ruidos
Abrieron la puerta. Harry dejó caer la capa de sus hombros y corrió al espejo.,Abrieron
Un peón blanco se movió hacia delante.,peón
"Anduvieron más lentamente, atentos a cualquier ruido. De pronto, en un claro un poco más adelante, algo se movió visiblemente.",visiblemente
"—Te lo advierto —dijo, acercando su rostro grande y rojo al de Harry—. Te estoy avisando ahora, chico: cualquier cosa rara, lo que sea, y te quedarás en la alacena hasta la Navidad.",quedarás
"—No he comido desde hace unos cuatrocientos años —dijo el fantasma—. No lo necesito, por supuesto, pero uno lo echa de menos. Creo que no me he presentado, ¿verdad? Sir Nicholas de Mimsy-Porpington a su servicio. Fantasma Residente de la Torre de Gryffindor.",servicio
"El ladrillo que había tocado se estremeció, se retorció y en el medio apareció un pequeño agujero, que se hizo cada vez más ancho. Un segundo más tarde estaban contemplando un pasaje abovedado lo bastante grande hasta para Hagrid, un paso que llevaba a una calle con adoquines, que serpenteaba hasta quedar fuera de la vista.",abovedado
"—Cinco, querrás decir; una vez que se descuenten los de Hermione.",descuenten
"—Peeves —dijo en un ronco susurró—, el Barón Sanguinario tiene sus propias razones para ser invisible.",ronco
"Todos estaban impacientes de que empezaran las vacaciones. Mientras que la sala común de Gryffindor y el Gran Comedor tenían las chimeneas encendidas, los pasillos, llenos de corrientes de aire, se habían vuelto helados, y un viento cruel golpeaba las ventanas de las aulas. Lo peor de todo eran las clases del profesor Snape, abajo en las mazmorras, en donde la respiración subía como niebla y los hacía mantenerse lo más cerca posible de sus calderos calientes.",impacientes
"—¡No son pájaros! —dijo de pronto Harry—. ¡Son llaves! Llaves aladas, mirad bien. Entonces eso debe significar... —Miró alrededor de la habitación, mientras los otros observaban la bandada de llaves—. Sí... mirad ahí. ¡Escobas! ¡Tenemos que conseguir la llave de la puerta!",aladas
"—Vamos, regresemos en ese carro infernal y no me hables durante el camino; será mejor que mantengas la boca cerrada —dijo Hagrid.",regresemos
—No —dijo Harry en tono terminante—: ya hemos investigado demasiado.,terminante
"—¡Bones, Susan!",Susan
"—No, si no nos delatas, Peeves, por favor.",delatas
"La música lejana se detuvo. Se oyó un fuerte ladrido, pero Hermione ya había saltado. Cayó al otro lado de Harry.",ladrido
"—Él estará bien —dijo Harry, tratando de convencerse a sí mismo—. ¿Qué crees que nos queda?",convencerse
"Dudley pensó durante un momento. Parecía un trabajo difícil para él. Por último, dijo lentamente.",pensó
"—Ese gordo pastel que es su hijo no necesita engordar más, Dursley, no se preocupe.",engordar
"—Creo que puedo darme cuenta solo de cuáles son los indebidos, gracias —dijo con frialdad.",indebidos
"—Gárgolas galopantes, Harry, la gente todavía tiene miedo. Vaya, esto es difícil. Mira, estaba ese mago que se volvió... malo. Tan malo como te puedas imaginar. Peor. Peor que peor. Su nombre era...",Gárgolas
Snape seguía haciendo caso omiso de la mano temblorosa de Hermione.,omiso
El gnomo la examinó de cerca.,examinó
"Casi antes de que pudieran marcharse, Malfoy ya se estaba riendo a carcajadas.",carcajadas
"Harry se volvió para verlos. La que hablaba era una mujer regordeta, que se dirigía a cuatro muchachos, todos con pelo de llameante color rojo. Cada uno empujaba un baúl, como Harry, y llevaban una lechuza.",llameante
"—Es una escoba —dijo, devolviéndoselo bruscamente, con una mezcla de celos y rencor en su cara—. Esta vez lo has hecho, Potter. Los de primer año no tienen permiso para tener una.",devolviéndoselo
"—¿Dónde os habíais metido? —les preguntó, mirando sus rostros sudorosos y rojos y sus batas desabrochadas, colgando de sus hombros.",sudorosos
—Déjalo ir —lo instaba Harry—. Déjalo en libertad.,instaba
—¡AAAAAAH!,AAAAAAH
El gigante lanzó una risa sombría.,sombría
"Malfoy y Crabbe todavía no habían llegado. Las vitrinas con trofeos brillaban cuando las iluminaba la luz de la luna. Copas, escudos, bandejas y estatuas, oro y plata reluciendo en la oscuridad. Fueron bordeando las paredes, vigilando las puertas en cada extremo del salón. Harry empuñó su varita, por si Malfoy aparecía de golpe. Los minutos pasaban.",vitrinas
"Hermione pareció convencida, pero Ron no.",convencida
"Algo en la sonrisa burlona de Malfoy durante la semana siguiente ponía nerviosos a Harry, Ron y Hermione. Pasaban la mayor parte de su tiempo libre en la oscura cabaña de Hagrid, tratando de hacerlo entrar en razón.",Pasaban
"Pero Neville, nervioso y temeroso de quedarse en tierra, dio la patada antes de que sonara el silbato.",sonara
"—Mi querida profesora, estoy seguro de que una persona sensata como usted puede llamarlo por su nombre, ¿verdad? Toda esa tontería de Quien-usted-sabe... Durante once años intenté persuadir a la gente para que lo llamara por su verdadero nombre, Voldemort. —La profesora McGonagall se echó hacia atrás con temor, pero Dumbledore, ocupado en desenvolver dos caramelos de limón, pareció no darse cuenta—. Todo se volverá muy confuso si seguimos diciendo «Quien-usted-sabe». Nunca he encontrado ningún motivo para temer pronunciar el nombre de Voldemort.",sensata
—¿Te alegras? —gritó Hermione—. ¡Miraos!,alegras
"—Yo mismo te saqué de la casa en ruinas, por orden de Dumbledore. Y te llevé con esta gente...",llevé
Las clases comienzan el 1 de septiembre. Esperamos su lechuza antes del 31 de julio.,comienzan
La gran cara peluda de Hagrid rebosaba alegría sobre el mar de cabezas.,rebosaba
"»Tal vez pensó que podía persuadirlos... O quizá simplemente quería quitarlos de en medio. Lo que todos saben es que él apareció en el pueblo donde vosotros vivíais, el día de Halloween, hace diez años. Tú tenías un año. Él fue a vuestra casa y... y...",persuadirlos
"—Seguro que se ha inventado esa regla —murmuró Harry con furia, mientras Snape se alejaba cojeando—. Me pregunto qué le pasa en la pierna.",cojeando
"Las piezas parecieron haber escuchado porque, ante esas palabras, un caballo, un alfil y una torre dieron la espalda a las piezas blancas y salieron del tablero, dejando libres tres cuadrados que Harry, Ron y Hermione ocuparon.",parecieron
—Tuve un sueño sobre una moto —dijo Harry recordando de pronto—. Estaba volando.,recordando
Tío Vernon entró a la cocina cuando Harry estaba dando la vuelta al tocino.,tocino
"—Harry —dijo el otro gemelo—, ¿te hemos dicho quiénes somos? Fred y George Weasley. Y él es Ron, nuestro hermano. Nos veremos después, entonces.",Weasley
"—Eso tiene muy buen aspecto —dijo con tristeza el fantasma de la gola, observando a Harry mientras éste cortaba su filete.",gola
"En el fondo de la tienda, un niño de rostro pálido y puntiagudo estaba de pie sobre un escabel, mientras otra bruja le ponía alfileres en la larga túnica negra. Madame Malkin puso a Harry en un escabel al lado del otro, le deslizó por la cabeza una larga túnica y comenzó a marcarle el largo apropiado.",marcarle
El señor Ollivander se acercó a Harry. El muchacho deseó que el hombre parpadeara. Aquellos ojos plateados eran un poco lúgubres.,parpadeara
"Cogieron a Percy y se lo llevaron de la habitación, con los brazos sujetos por el jersey.",Cogieron
"—Vete a tu alacena, quiero decir a tu dormitorio —dijo a Harry sin dejar de jadear—. Y Dudley... Vete... Vete de aquí.",jadear
"—Horribles... Bueno, no todos ellos. Mi tía, mi tío y mi primo sí lo son. Me hubiera gustado tener tres hermanos magos.",Horribles
"Una figura encapuchada bajó sigilosamente los escalones delanteros del castillo. Era evidente que no quería ser visto dirigiéndose a toda prisa hacia el bosque prohibido. La victoria se apagó en la mente de Harry mientras observaba. Reconoció a la figura que se alejaba. Era Snape, escabulléndose en el bosque, mientras todos estaban en la cena... ¿Qué sucedía?",sigilosamente
"—Llegaremos a Hogwarts dentro de cinco minutos. Por favor, dejen su equipaje en el tren, se lo llevarán por separado al colegio.",Llegaremos
Ilustraciones: Mary GrandPré,Ilustraciones
"Las tribunas bullían. Aquello era un récord, nadie recordaba que se hubiera atrapado tan rápido la snitch.",bullían
"Subieron al bote. Harry todavía miraba a Hagrid, tratando de imaginárselo volando.",imaginárselo
A Lee Jordan le costaba ser imparcial.,imparcial
"Todos acercaron las sillas a la mesa y esperaron, respirando con agitación.",esperaron
"—Buenas noches —los saludó Ronan—. ¿Estudiantes, no? ¿Y aprendéis mucho en el colegio?",Estudiantes
Continúan las investigaciones del asalto que tuvo lugar en Gringotts el 31 de julio. Se cree que se debe al trabajo de oscuros magos y brujas desconocidos.,Continúan
"—El espejo será llevado a una nueva casa mañana, Harry, y te pido que no lo busques otra vez. Y si alguna vez te cruzas con él, deberás estar preparado. No es bueno dejarse arrastrar por los sueños y olvidarse de vivir, recuérdalo. Ahora ¿por que no te pones de nuevo esa magnífica capa y te vas a la cama?",busques
Harry se despertó con un sobresalto. Su tía llamó otra vez a la puerta.,sobresalto
"—No te preocupes, Harry. Aprenderás muy rápido. Todos son principiantes cuando empiezan en Hogwarts. Vas a estar muy bien. Sencillamente sé tú mismo. Sé que es difícil. Has estado lejos y eso siempre es duro. Pero vas a pasarlo muy bien en Hogwarts, yo lo pasé y, en realidad, todavía lo paso.",Aprenderás
"—¡Ven a buscarla, Potter!",buscarla
—Rómpete una pierna de verdad —dijo Ron.,Rómpete
"—¡Estamos listos! —gimió Ron, mientras empujaban inútilmente la puerta—. ¡Esto es el final!",inútilmente
"—Oh, unos pocos más... Se mantienen apartados la mayor parte del tiempo, pero siempre aparecen si quiero hablar con ellos. Los centauros tienen una mente profunda... saben cosas... pero no dicen mucho.",centauros
"—Tengo que empezar a entrenarme la semana que viene —dijo Harry—. Pero no se lo digas a nadie, Wood quiere mantenerlo en secreto.",entrenarme
"MALFOY no podía creer lo que veían sus ojos, cuando vio que Harry y Ron todavía estaban en Hogwarts al día siguiente, con aspecto cansado pero muy alegres. En realidad, por la mañana Harry y Ron pensaron que el encuentro con el perro de tres cabezas había sido una excelente aventura, y ya estaban preparados para tener otra. Mientras tanto, Harry le habló a Ron del paquete que había sido llevado de Gringotts a Hogwarts, y pasaron largo rato preguntándose qué podía ser aquello para necesitar una protección así.",MALFOY
"—Ah, ¿sí? —dijo Malfoy, tratando de burlarse, pero con tono preocupado.",burlarse
"¿Cómo estás? Gracias por tu carta. Estaré encantado de quedarme con el ridgeback noruego, pero no será fácil traerlo aquí. Creo que lo mejor será hacerlo con unos amigos que vienen a visitarme la semana que viene. El problema es que no deben verlos llevando un dragón ilegal. ¿Podríais llevar al ridgeback noruego a la torre más alta, la medianoche del sábado? Ellos se encontrarán contigo allí y se lo llevarán mientras dure la oscuridad.",traerlo
