sentence,words
"Una semana más tarde, batí el récord de venta de billetes de tómbola comprándomelos a mí mismo con el dinero de dos veranos anteriores limpiando el césped de la piscina municipal.",comprándomelos
"El mar me parece tan bonito, ¡estoy segura de que le inspiraría!",inspiraría
"Si cree, entonces yo también creeré.",creeré
«Harry ¿cómo se transmiten emociones que no se han vivido?,transmiten
—Creo que empieza a gustarme esa idea —dijo—.,gustarme
"Tras insistir un buen rato, la puerta se abrió por fin y encontré ante mí a un viejecillo minúsculo, aparentemente frágil, de cabellos y piel grises, vestido con un mono de trabajo y con gafas de protección en los ojos.",viejecillo
—Estaba arreglando esa moto.,arreglando
Inspeccionó la parte del aparcamiento más cercana al acantilado: había una larga franja de hierba entre el final del asfalto y el principio de la pendiente.,franja
"—Como le dije por teléfono —dijo—, el periódico no citaba los nombres, pero comprendí que E. S. era Elijah Stern.",citaba
Así aprenderás a no llegar siempre tarde.,aprenderás
Pero he aquí que a esta lista podría añadirse una tercera causa: la felación.,añadirse
"Al día siguiente, cuando miré los moratones de mi cuerpo, me gustaron: ¡me había sobrepasado, me había atrevido!",moratones
—¿Molestarle?,Molestarle
Alguien que estaba dispuesto a embadurnar un espejo con atrocidades.,embadurnar
Luché por el buen nombre de Quebert.,Luché
"Había llamado a la puerta durante mucho tiempo, sin respuesta: si Harry se escondía, le encontraría.",encontraría
"Había hecho limonada, me preguntó si quería, respondí que sí y me contestó que fuese a servirme al frigorífico.",servirme
"Robert y Tamara Quinn esperaban de pie en una esquina de la sala, bebiendo un cóctel sin alcohol, cuando vieron a Harry Quebert entre los invitados.",esperaban
Tuve escalofríos durante días porque los Rosenberg tenían niños apenas mayores que Jenny en aquella época y me pregunté qué le pasaría si me ejecutaran a mí.,escalofríos
Hablaremos por teléfono.,Hablaremos
Me gustan los perros pero no los gatos.,gatos
"En fin, que todo ese rollo idiota que se escucha siempre en el cine ¡se lo debemos al amigo Ernesto! Moraleja: la justicia en América, Goldman, es un trabajo en equipo, todo el mundo puede participar.",Moraleja
"Propiedad de Elijah Stern, cerca de Concord, NH",NH
"En Nueva York, en la sede de Schmid & Hanson, la tensión estaba en su punto culminante.",culminante
Me callé.,callé
—Llegué aquí después del escándalo.,Llegué
Un joven que no conseguía avanzar en la vida.,avanzar
La tarea del jefe Pratt se complicaba: la ciudad no debía sucumbir al pánico.,complicaba
A las mujeres les parece muy romántico que un chico sepa de astronomía.,astronomía
"Le he convertido en un escritor, pero como parece ser que a los ojos de la opinión pública yo mismo he dejado de serlo, ¿intenta devolverme lo que le he dado?",devolverme
Robert hizo una ligera mueca y se acercó al pequeño bufé que había preparado su mujer.,bufé
—Ez un bonito poyecto —dijo.,poyecto
"Entiéndelo, no era la definitiva.",Entiéndelo
—¡Doble gilipollez! —encadenó Roth—.,Doble
Olvidamos completamente revisar lo de Alabama.,Olvidamos
"—Pues bien, estoy convencido de que otras personas sabían lo de Harry y Nola.",sabían
"Si no se trataba de una petición de rescate sino de la acción de un maniaco, como algunos temían, había que neutralizarlo lo más rápidamente posible, antes de que volviese a actuar.",neutralizarlo
Jesús en el Jordán o algo parecido.,Jordán
"Primero esporádicamente; después, de improviso, se convirtieron en un chaparrón.",esporádicamente
¡He oído toda la conversación! ¿Qué me estás escondiendo?,escondiendo
Quiero evitar simplemente que esto degenere.,degenere
Esa revelación me había confundido por completo.,confundido
—¿Llevárselo?,Llevárselo
"El buzón de Goose Cove resumía perfectamente el estado de la reputación de Harry: toda América, tras haberle admirado, le abucheaba y le cubría de cartas insultantes.",abucheaba
"Cuando se hizo cargo de los negocios de su padre en Concord, dejó de tener tiempo para venir aquí, así que puso Goose Cove en alquiler, antes de vendérsela finalmente a Harry.",vendérsela
"Los demás lanzaron gritos de entusiasmo y, uno a uno, le patearon la cara con una violencia inaudita, como si golpearan un balón para marcar un tanto.",patearon
"En cuanto recibieron la tarjeta, todas se habían apresurado a llamar para conocer las razones de aquel encuentro.",recibieron
Las cartas de los admiradores se hicieron cada vez más escasas y en la calle me abordaban menos.,abordaban
"En una mañana, las noticias frescas habían tenido tiempo de recorrer el país.",frescas
Jenny reapareció con otro vestido.,reapareció
"Exigió a Nadia y a Sylla que no comentasen nunca más esa historia, para que nadie ensuciase la memoria de su hijo.",Exigió
"Y después, al final, una mañana, mientras estaba en la oficina, los guardacostas nos avisan de que están recuperando un coche al pie del acantilado de Sunset Cove.",avisan
La sirvienta esperaba pacientemente en la puerta de entrada.,pacientemente
Conocía bien Aurora por haber visitado a menudo a Harry en mi época de estudiante.,visitado
La Harley que ha visto.,Harley
Me señaló una pizarra blanca al lado y me tendió un rotulador.,pizarra
"Ese sábado 30 de agosto fue el día en que dejó en el buzón de los Kellergan la última carta que debía dar por finalizada su historia, así como el manuscrito, para que Nola le recordase.",finalizada
Ella casi sollozaba.,sollozaba
—Encontramos el cadáver de la chiquilla en su jardín.,Encontramos
"Dejó la bandeja y se dispuso a leerlos, pero al instante se dio cuenta de que eran páginas en blanco.",leerlos
"Recordó su misión; recordó que su mujer estaba tumbada en su cama, drogada, y que debía librarse de ese trozo de papel.",tumbada
—Y un escritor testarudo viene a remover el fondo de todo este asunto.,testarudo
"—¡Sshh! ¡No tan fuerte, Jeremy! Ella… ella dice que prendió fuego a la casa, pero, Señor, ¡no puede ser verdad!",Sshh
Gahalowood adoptó una expresión sombría:,sombría
Un bloqueo lo tiene cualquiera.,bloqueo
"El examen del cráneo permitió establecer que se trataba de una niña de quince años, lo que indicaba que Nola había muerto justo después de su desaparición.",indicaba
"—Así que mataron a Nola, a Luther y a Deborah Cooper.",mataron
—Como cuando boxea.,boxea
"—Sé que le va a parecer raro… Después de su visita a Aurora, en marzo, tuve miedo de que alguien encontrara la caja.",encontrara
"Menciónelos en sus libros, Marcus.",Menciónelos
"H. L. Quebert, mayo de 1999",mayo
"Aterricé a la una de la tarde, y media hora después llegué al cuartel general de la policía.",Aterricé
"Semanas más tarde, cuando encuentran el coche, Pratt se presenta en Sagamore para silenciar el asunto.",silenciar
Tiré la nota en el cubo de basura de la cocina y encendí la televisión.,Tiré
"No puedo decir que mi retiro en Aurora me devolviese la inspiración, pero tampoco puedo negar que me sentara bien.",devolviese
"Esperaba no cruzarse con nadie, pero en el vestíbulo principal se dio de bruces con David Kellergan, con los ojos enrojecidos por las lágrimas.",enrojecidos
"Si quería comer, era obligatorio llevarle inmediatamente todas las salsas y condimentos, para que no tuviese que reclamarlos: mostaza, ketchup, mayonesa, pimienta, sal, mantequilla, azúcar y sirope de arce.",salsas
"El espectáculo, Goldman, es el noventa por ciento del interés que muestra la gente hacia el producto final.",noventa
"—Que le habían denunciado por acoso en la comisaría de Aurora —declaró Gahalowood, casi con desgana.",desgana
—Deje que le traiga una limonada para que se refresque.,traiga
"A las diez, me tragué dos whiskies dobles y me presenté en el Clark’s.",tragué
"Ese año, el primer premio era una semana de vacaciones en un magnífico hotel en la isla de Martha’s Vineyard, en Massachusetts, donde muchas estrellas pasaban las vacaciones.",isla
"Zi noz atapa, eztamoz acabadoz.",atapa
Deberían haber quedado en Aurora.,Deberían
Ha ezquito un libdo pada ella…,ezquito
"No voy a montarle una escena de amor aquí, al borde de la carretera, pero… no se vaya.",montarle
Es lo que hace la gente civilizada.,civilizada
"Le esperé en un saloncito, y después volvió vestido de traje, acompañado de Stern, que me dijo: «Bueno, sargento, ya ha conocido a mi pareja».",saloncito
Apuntó hacia mí un dedo amenazante.,amenazante
Pero el destino es indomable: siempre acaba por triunfar.,indomable
"—Cuando nos enteramos de que probablemente eran los restos de Nola Kellergan —me explicó Pinkas—, ¡nos quedamos de piedra!",enteramos
"Los acontecimientos de 1967 —los motines raciales en Saint-Quentin y la quema de los barrios negros de Montclair y Detroit— los habían empujado a buscar un sitio recogido, al abrigo de toda aquella agitación.",motines
"Pero en Los orígenes del mal hablaba también de Nola, y eso no le impidió ofrecerlo a los editores.",ofrecerlo
¿Deberíamos considerar el móvil de un crimen pasional?,Deberíamos
—Eso por descontado.,descontado
—¡Entonces lo demostraremos!,demostraremos
Su casa todavía está llena de cosas suyas… ¿Por qué no va a recuperarlas?,recuperarlas
"Durante una reunión con el FBI y con el jefe Pratt, Rodik realizó una amarga constatación:",amarga
Gracias por recibirme.,recibirme
(Darle las flores).,Darle
—Salúdale de mi parte.,Salúdale
¿Quieres que te cite tu obra maestra?,cite
"Hasta esa tragedia, en 1969.",tragedia
"Tamara Quinn no pudo reprimir una sonrisa de satisfacción: si su hija conseguía echarle el guante a Quebert, se hablaría del Clark’s en todo el país.",reprimir
"Tras informarse rápidamente de la situación, el oficial Dawn procedió a un primer registro del bosque.",procedió
"Quería pintar mujeres rubias, decía que le recordaban a su prometida de entonces, antes de la agresión.",recordaban
"Hubiera podido ser una infracción banal si el comportamiento del conductor del vehículo, que parecía nervioso y sudaba en abundancia, no hubiese intrigado al policía.",infracción
Gahalowood sólo veía una cosa que hacer: dirigirnos al sitio donde Robert Quinn había sido arrestado e intentar remontar el hilo de su recorrido.,dirigirnos
"Sintió sus pasos, el tintineo de su cinturón, donde colgaban las esposas, el arma, la porra.",tintineo
"Fue en 1975, en una minúscula ciudad de New Hampshire que buscaba una razón para existir, mucho antes de Internet y toda esa tecnología, y encontró en mí la estrella local con la que siempre había soñado.",minúscula
No volveremos a vernos más; la echaré tanto de menos.,volveremos
"—¡Qué ridículo eres, Bobbo! ¡Esta tarjeta con el perrito es ridícula, tu texto es ridículo!",ridícula
"Si no, les diré a tus padres que eres una mentirosa.",mentirosa
—Porque he vuelto a gritarle.,gritarle
—Pero eso tampoco bastó.,bastó
"Y, triunfante, esbozó una sonrisa socarrona y volvió a la sala dándose aires de Primera Dama.",dándose
El Sea Side Motel.,Motel
"—Gracias a Stern, Luth se convirtió en alguien —dijo—.",Luth
"Por delante, por detrás, a la izquierda, a la derecha y en todas direcciones, si entiende lo que quiero decir.",izquierda
"Había nacido en 1941 en Benton, en New Jersey, hijo único, de madre secretaria y padre médico.",Benton
