word,count,example_sentence,translation
habitación,119,"Intenté, durante dos días, ir a trabajar a mi antigua {{c1::habitación}}, en casa de mis padres, en Montclair, la misma en la que había encontrado inspiración para mi primera novela.",
ciudad,118,"Intentémoslo: una gran novela policiaca y romántica a tres tiempos −1975, 1998 y 2008− acerca del asesinato de una joven de quince años en la pequeña {{c1::ciudad}} de Aurora, en New Hampshire.",
hubiese,118,Como si mi cerebro se {{c1::hubiese}} ido quedando sin fuerza poco a poco.,
sabe,118,"Es usted patético, ¿{{c1::sabe}}?",
agosto,117,"Joël Dicker La verdad sobre el caso Harry Quebert ePub r2.4 Titivillus 11.05.2020 El día de la desaparición (Sábado 30 de {{c1::agosto}} de 1975) —Central de policía, ¿es una emergencia?",
va,116,"Pronto, los que todavía me reconocían empezaron a preguntarme: «Señor Goldman, ¿de qué {{c1::va}} a tratar su próximo libro?",
hacía,116,"A él me unía una estrecha amistad desde {{c1::hacía}} una decena de años, desde que había sido su alumno en la Universidad de Burrows, en Massachusetts.",
Caleb,116,"Stern enviaba a su hombre de confianza a buscarla, un tipo raro, Luther {{c1::Caleb}} se llamaba.",
Había,114,{{c1::Había}} un hombre tras ella… Creo que intentaba escapar de él.,
saber,114,Nunca se volvió a {{c1::saber}} de ella.,
Eso,114,¿{{c1::Eso}} cree?,
Cuando,113,"{{c1::Cuando}} no hubo más cartas que archivar, dejaron de reconocerme en los lugares públicos y mi cara desapareció de las grandes librerías de Broadway, comprendí que la gloria era efímera, una gorgona hambrienta que reemplazaba rápidamente a aquellos que no le daban de comer.",
quiero,113,¡No {{c1::quiero}} verlas!,
pregunté,113,"Al final, {{c1::pregunté}} a Jenny: —Entonces ¿se sentaba en esta mesa y escribía?",
padre,113,Se lo ha dicho el médico —oí a mi {{c1::padre}} gemir en segundo plano que podría comer alguno de vez en cuando y a mi madre repitiéndole: «Se acabaron los perritos y todas esas porquerías.,
pronto,112,"Estaba en la ventana, mirando hacia fuera, y de {{c1::pronto}} he visto a esa chica corriendo entre los árboles.",
hora,112,"Aurora es una pequeña ciudad al borde del océano, aproximadamente a un cuarto de {{c1::hora}} de la frontera con Massachusetts.",
esta,112,"Al final, pregunté a Jenny: —Entonces ¿se sentaba en {{c1::esta}} mesa y escribía?",
estoy,111,"¡No {{c1::estoy}} aquí para jugar a las comiditas, tengo que escribir una novela!",
así,111,"¿Que iba usted a sacarse de la manga un segundo libro {{c1::así}}, tal cual?",
iba,110,Los críticos más feroces de los grandes diarios de la Costa Este se mostraban unánimes: Marcus Goldman {{c1::iba}} a convertirse en un grandísimo escritor.,
tu,110,"Dos mil años antes que yo, el filósofo Séneca había experimentado ya esa dolorosa situación: huyas donde huyas, tus problemas se meten en {{c1::tu}} maleta y te siguen a cualquier parte.",
playa,110,"Era la típica casa de escritor, levantada frente al océano, con una terraza para disfrutar de los días soleados desde la que partía una escalinata que conducía directamente a la {{c1::playa}}.",
alguien,110,"Encuentre a {{c1::alguien}} que esté bien, y dele una oportunidad.",
manuscrito,109,"Me decía que el tiempo apremiaba, que era absolutamente necesario que presentara un nuevo {{c1::manuscrito}}, y yo me dedicaba a tranquilizarle para tranquilizarme a mí mismo, asegurándole que mi segunda novela avanzaba viento en popa y que no había de qué preocuparse.",
final,108,"La verdad sólo llega al {{c1::final}} de un largo, intrincado y apasionante recorrido.",
Estaba,108,"{{c1::Estaba}} en la ventana, mirando hacia fuera, y de pronto he visto a esa chica corriendo entre los árboles.",
Todo,108,Prólogo OCTUBRE DE 2008 (33 años después de la desaparición) {{c1::Todo}} el mundo hablaba del libro.,
Fue,108,"{{c1::Fue}} el comienzo de la serie de acontecimientos que se relatan a continuación, y sin los que la pequeña ciudad de Aurora habría seguido siendo, sin duda alguna, completamente desconocida para el resto de Estados Unidos.",
Está,108,{{c1::Está}} el tipo ese del que todo el mundo habla… Su novela va a ser el gran éxito de Navidad.,
cabeza,108,"Pregunto qué pasa, y entonces la señora Berg, con su casco de permanente en la {{c1::cabeza}}, me enseña en la revista que está leyendo una foto tuya y de esa Lydia Gloor en la calle, juntos, y el titular que dice que os habéis separado.",
también,108,"Mira, ayer mismo me crucé con la señora Emerson en el supermercado y, qué casualidad, su hija {{c1::también}} está soltera.",
sólo,107,"La verdad {{c1::sólo}} llega al final de un largo, intrincado y apasionante recorrido.",
haber,107,"En el otoño de 2007 se cumplió un año de la publicación de mi primer libro, y seguía sin {{c1::haber}} escrito una mísera línea del siguiente.",
hablar,106,"En el café al que solía ir en el West Village, había clientes que no dudaban en sentarse a mi mesa y empezar a {{c1::hablar}}: «Su libro me tiene atrapado, señor Goldman, es imposible dejarlo.",
Su,105,"En el café al que solía ir en el West Village, había clientes que no dudaban en sentarse a mi mesa y empezar a hablar: «{{c1::Su}} libro me tiene atrapado, señor Goldman, es imposible dejarlo.",
treinta,103,"Traducida con gran éxito a {{c1::treinta}} y tres idiomas, se ha convertido en un fenómeno literario global.",
Nueva,102,"Ya no podía pasear tranquilo por las calles de {{c1::Nueva}} York, no podía hacer jogging por Central Park sin que me reconocieran y exclamaran: «¡Es Goldman, el escritor!».",
York,102,"Ya no podía pasear tranquilo por las calles de Nueva {{c1::York}}, no podía hacer jogging por Central Park sin que me reconocieran y exclamaran: «¡Es Goldman, el escritor!».",
ahora,101,¿Dónde están {{c1::ahora}}?,
tipo,101,Está el {{c1::tipo}} ese del que todo el mundo habla… Su novela va a ser el gran éxito de Navidad.,
estar,101,"«Por favor, señora —le había suplicado—, tengo que {{c1::estar}} inscrito obligatoriamente en una disciplina deportiva, si no tendré que repetir curso».",
bosque,99,Creo que acabo de ver a una joven perseguida por un hombre en el {{c1::bosque}}.,
mientras,99,Tiene mala pinta —me dijo en el coche {{c1::mientras}} me llevaba a Manhattan—.,
Robert,97,"Oyó cerrarse la puerta de entrada: su marido, {{c1::Robert}} Quinn, que trabajaba de ingeniero en una fábrica de guantes de Concord, acababa de llegar a casa.",
chica,96,"Estaba en la ventana, mirando hacia fuera, y de pronto he visto a esa {{c1::chica}} corriendo entre los árboles.",
visto,95,"Estaba en la ventana, mirando hacia fuera, y de pronto he {{c1::visto}} a esa chica corriendo entre los árboles.",
unos,95,"El caso que sacudía América, y del que había sacado lo esencial de mi narración, había estallado {{c1::unos}} meses antes, al principio del verano, cuando se encontraron los restos de una joven desaparecida treinta y tres años antes.",
primera,95,"A principios de 2008, aproximadamente año y medio después de haberme convertido, gracias a mi {{c1::primera}} novela, en la nueva gran promesa de la literatura norteamericana, estaba inmerso en una terrible crisis de la página en blanco, síndrome que al parecer no es extraño entre los escritores que han conocido un éxito inmediato y clamoroso.",
quién,95,¿Y {{c1::quién}} es Nola?,
puede,95,"Mal, como {{c1::puede}} imaginar.",
tres,94,"Traducida con gran éxito a treinta y {{c1::tres}} idiomas, se ha convertido en un fenómeno literario global.",
instante,94,En ese {{c1::instante}} sonó el timbre de la puerta.,
semana,94,"Así fue como, una {{c1::semana}} más tarde, a mediados de febrero de 2008, me marchaba a instalarme en Aurora, New Hampshire.",
gente,93,"¡A la {{c1::gente}} le gustó el primer libro, le gustará el segundo!",
Porque,93,"{{c1::Porque}} yo me había dado cuenta por fin de la gravedad del mal que me roía: escribir un libro partiendo de la nada me había parecido muy fácil pero, ahora que estaba en la cima, ahora que debía asumir mi talento y repetir el agotador camino hacia el éxito que es la escritura de una buena novela, ya no me sentía capaz.",
hizo,92,¿Harry Quebert {{c1::hizo}} eso?».,
veces,92,A {{c1::veces}} uno podía creerse en el extremo del mundo si olvidaba que estaba a pocas millas de la civilización.,
Tenía,92,"{{c1::Tenía}} la chimenea encendida; eso me hacía sentir protegido mientras veía, a través del inmenso ventanal, que fuera el viento sacudía las olas y las rocas estaban cubiertas por una capa de nieve húmeda.",
Concord,92,"Ignoraba en ese preciso instante que Harry me había llamado desde la comisaría central de la policía estatal, en {{c1::Concord}}.",
sargento,92,"Vacío jurídico, {{c1::sargento}}.",
demasiado,91,"Piensas {{c1::demasiado}} en los libros y no lo suficiente en el matrimonio… Nadie se daba cuenta de la gravedad de la situación: necesitaba un nuevo libro obligatoriamente, aunque sólo fuera para cumplir con el contrato que me ligaba a mi editorial.",
novela,90,"En 2009 terminó su primer {{c1::novela}}, Los últimos días de nuestros padres.",
He,90,"El primero era muy bueno, pero este… {{c1::He}} oído que le dieron un millón de dólares por escribirlo… ¿Qué edad tiene?",
dicho,90,"Fue como si, recién llegado a Miami, un atento mozo de equipajes cubano hubiese corrido detrás de mí hasta la salida del aeropuerto y me hubiese {{c1::dicho}}: —¿Es usted el señor Goldman?",
buen,90,"Dé un {{c1::buen}} golpe, escríbame un buen libro, y salve el pellejo.",
lugar,90,"Es un Estados Unidos dentro de Estados Unidos, un {{c1::lugar}} donde no se cierra la puerta con llave; uno de esos sitios que sólo existen en Nueva Inglaterra, tan tranquilos que uno se cree allí a salvo de todo.",
mano,89,"Abandoné la casa de mis padres en Montclair, New Jersey, para mudarme a un piso señorial en el Village, cambié mi Ford de tercera {{c1::mano}} por un flamante Range Rover con los cristales tintados, comencé a frecuentar restaurantes exclusivos y contraté los servicios de un agente literario que se encargaba de mi agenda y que venía a ver el béisbol en la pantalla gigante de mi nuevo salón.",
ojos,89,"Y, sin embargo, no habían pasado más de doce cortos meses, un lapso de tiempo ridículamente breve a mis {{c1::ojos}} pero que, en la escala de la Humanidad, equivalía a una eternidad.",
Barnaski,89,"En enero de 2008, Roy {{c1::Barnaski}}, poderoso director de Schmid & Hanson, me convocó en su despacho en el piso 51 de un rascacielos de Lexington Avenue para llamarme seriamente al orden: «Bueno, Goldman, ¿cuándo me va a entregar su manuscrito?",
verano,88,"El caso que sacudía América, y del que había sacado lo esencial de mi narración, había estallado unos meses antes, al principio del {{c1::verano}}, cuando se encontraron los restos de una joven desaparecida treinta y tres años antes.",
parte,88,Primera {{c1::parte}} LA ENFERMEDAD DEL ESCRITOR (8 meses antes de la publicación del libro) 31.,
nuevo,88,"Abandoné la casa de mis padres en Montclair, New Jersey, para mudarme a un piso señorial en el Village, cambié mi Ford de tercera mano por un flamante Range Rover con los cristales tintados, comencé a frecuentar restaurantes exclusivos y contraté los servicios de un agente literario que se encargaba de mi agenda y que venía a ver el béisbol en la pantalla gigante de mi {{c1::nuevo}} salón.",
menos,88,Las cartas de los admiradores se hicieron cada vez más escasas y en la calle me abordaban {{c1::menos}}.,
palabras,88,"Intenté después cambiar de método: obligué a Denise a quedarse trabajando hasta altas horas de la noche para que tomara al dictado lo que yo pensaba que eran grandes frases, {{c1::palabras}} oportunas y excepcionales comienzos de novela.",
debía,88,"Porque yo me había dado cuenta por fin de la gravedad del mal que me roía: escribir un libro partiendo de la nada me había parecido muy fácil pero, ahora que estaba en la cima, ahora que {{c1::debía}} asumir mi talento y repetir el agotador camino hacia el éxito que es la escritura de una buena novela, ya no me sentía capaz.",
pasó,87,"Hubo un breve silencio al final del cual pregunté, conmovido: —¿Qué le {{c1::pasó}} a Nola?",
habría,86,"Fue el comienzo de la serie de acontecimientos que se relatan a continuación, y sin los que la pequeña ciudad de Aurora {{c1::habría}} seguido siendo, sin duda alguna, completamente desconocida para el resto de Estados Unidos.",
despacho,86,"Alquilé, a dos pasos de Central Park, un {{c1::despacho}} en el que una secretaria medio enamorada de mí llamada Denise clasificaba mi correspondencia, me preparaba café y archivaba mis documentos importantes.",
Para,86,¿{{c1::Para}} cuándo el próximo?».,
horas,85,"Intenté después cambiar de método: obligué a Denise a quedarse trabajando hasta altas {{c1::horas}} de la noche para que tomara al dictado lo que yo pensaba que eran grandes frases, palabras oportunas y excepcionales comienzos de novela.",
